Year,ID,Gen,Variety,Moist,DM,Cprot,Psolu,ADICP,ADICP_pct,NDICP,CP_Av,ADF,aNDF,aNDFo,Ligin,Starc,Su_WS,Su_ES,Ash,Ca,P,Mg,K,S,Fat,T_NDFd30,T_NDFd48,NDFD120,NDFD240,S_NDFd24,S_NDFd30,NDF_I,NDF_Kd,TTNDFD,S_NDFd48,uNDF30,uNDF120,uNDF240,RUP,NDF_D,RFV,T_RFQ,S_RFQ,TTNDFD,NFC,T_Milk30_TDN,T_Milk30_NEL,T_Milk30_NEG,T_Milk30_NEM,T_Milk30,T_Milk48_TDN,T_Milk48_NEL,T_Milk48_NEG,T_Milk48_NEM,T_Milk48_S,S_Milk30_TDN,S_Milk30_NEL,S_Milk30_NEG,S_Milk30_NEM,S_Milk30,S_Milk48_TDN,S_Milk48_NEL,S_Milk48_NEG,S_Milk48_NEM,S_Milk48_S,Lig_TDN,Lig_NEL,Lig_NEG,Lig_NEM,NRC,Cal_TDN,ADF_TDN,ADF_NEL,ADF_NEG,ADF_NEM
18,10301,91,405068_Mandan1271,4.82,95.18,21.2,28.17,0.49,2.29,0.96,20.72,33.19,39.88,36.68,6.84,1.85,7.18,5.74,10.08,1.23,0.28,0.33,2.53,0.29,2,46.34,57.51,57.68,57.85,30.87,33.16,42.15,4.42,40.1,48.03,21.4,16.88,16.81,23.74,6.34,147,160.52,146.03,40.63,27.8,60.69,0.61,0.37,0.63,2742.09,60.23,0.61,0.36,0.62,2819.65,58.06,0.6,0.32,0.58,2543.14,58.94,0.61,0.34,0.6,2708.68,59.63,0.67,0.35,0.61,2.36,,,,,
18,10302,201,22338_VernalFD2,4.61,95.39,19.21,28.96,0.54,2.82,0.61,18.67,36.83,43.73,39.72,7.71,1.2,6.33,5.2,10.15,1.25,0.26,0.29,2.68,0.24,1.7,43.08,52.61,54.13,58.46,26.46,30.96,41.54,3.68,37.6,44.95,24.89,20.06,18.17,22.04,5.57,128,130.5,120.73,38.22,25.82,56.79,0.57,0.3,0.56,2453.63,56.02,0.57,0.29,0.54,2513.87,54.16,0.56,0.25,0.51,2259.91,55.11,0.57,0.27,0.52,2424.35,56.58,0.62,0.3,0.55,2.21,,,,,
18,10303,40,468056,4.88,95.12,19.31,28.44,0.45,2.34,0.5,18.86,34.07,41.5,38.43,6.91,1.83,6.97,6.17,9.46,1.19,0.27,0.29,2.68,0.25,1.9,45.96,57.63,59.13,60.63,29.42,33.78,39.37,3.95,40.2,48.22,22.42,16.96,16.34,22.57,5.88,140,154.03,139.61,40.9,28.33,60.07,0.61,0.35,0.62,2690.59,59.78,0.61,0.35,0.61,2777.12,57.77,0.6,0.32,0.57,2510.59,58.45,0.6,0.33,0.59,2665.81,59.33,0.66,0.34,0.6,2.33,,,,,
18,10304,177,LS302,4.94,95.06,20.84,32.3,0.48,2.29,0.55,20.36,32.28,38.72,36.28,6.62,2.04,7.11,7.04,9.69,1.2,0.28,0.34,2.51,0.28,1.95,44.67,56.9,57.71,60.22,28.95,33.38,39.78,3.91,39.8,47.71,21.43,16.38,15.4,22.89,5.84,153,165.36,151.49,40.48,29.35,60.75,0.62,0.37,0.63,2772.15,60.76,0.62,0.37,0.63,2872.89,58.93,0.61,0.34,0.6,2612.57,59.58,0.62,0.35,0.61,2766.74,60.48,0.66,0.36,0.62,2.34,,,,,
18,10305,119,467925,4.84,95.16,18.49,25.16,0.48,2.61,0.75,18.01,36.46,44.34,41.04,7.56,1.76,6.6,5.52,9.97,1.23,0.27,0.33,2.42,0.26,1.73,44.21,53.03,53.72,57.04,27.81,30.4,42.96,4.23,38.8,45.95,24.74,20.52,19.05,23.71,6,127,129.71,121.2,38.92,26.21,57.31,0.58,0.31,0.57,2478.47,56.17,0.57,0.29,0.54,2521.67,53.83,0.56,0.25,0.5,2245.12,55.49,0.57,0.28,0.53,2444,56.89,0.62,0.3,0.56,2.21,,,,,
18,10306,189,55Q27,4.85,95.15,18.76,30.38,0.51,2.72,1.03,18.25,35.02,42.27,39.73,7.48,1.8,6.74,6.73,9.82,1.2,0.24,0.3,2.42,0.25,1.71,40.61,47.95,54.08,56.48,23.66,28,43.52,3.46,35.4,41.92,25.1,19.41,18.4,24.33,5.29,136,127.33,121.47,35.75,28.47,57.12,0.59,0.3,0.56,2520.62,55.88,0.58,0.28,0.54,2552.42,54.14,0.57,0.25,0.51,2307,55.43,0.58,0.28,0.53,2486.47,57.87,0.63,0.32,0.58,2.26,,,,,
18,10307,145,26659_5269,5.18,94.82,21.29,31.48,0.44,2.07,0.64,20.85,30.58,37.86,34.47,6.05,2.33,7.47,6.68,10.03,1.18,0.29,0.31,2.54,0.28,1.97,49.95,60.94,62.51,64.08,31.76,35.59,35.93,4.17,43.4,51.77,18.95,14.19,13.6,23.37,6.04,160,179.28,165.01,43.86,29.49,62.94,0.63,0.4,0.67,2888.67,62.16,0.63,0.39,0.66,2951.68,60.17,0.62,0.36,0.62,2680.45,61.14,0.62,0.37,0.64,2854.2,61.28,0.67,0.37,0.64,2.37,,,,,
18,10308,186,SW5512Y,4.91,95.09,20.4,30.56,0.44,2.17,0.57,19.96,33.1,40.39,37.9,6.71,2.08,7.26,6.93,9.38,1.17,0.28,0.32,2.38,0.28,1.86,46.83,57.04,57.98,60.6,28.05,32.18,39.4,3.97,40.2,47.66,21.48,16.97,15.91,24.19,5.77,145,157.86,143.57,40.46,28.54,61,0.62,0.37,0.63,2759.96,60.18,0.61,0.36,0.62,2819.8,57.63,0.6,0.31,0.57,2526.01,58.88,0.61,0.33,0.6,2709.01,60.05,0.65,0.35,0.62,2.32,,,,,
18,10309,114,ApolloII,4.93,95.08,19.58,27.36,0.46,2.35,0.63,19.12,36.09,43.82,40.6,7.6,1.18,6.51,5.13,9.37,1.26,0.27,0.32,2.33,0.26,1.75,42.43,51.69,53.03,56.59,25.61,28.38,43.41,3.63,36.2,43.16,25.23,20.58,19.02,22.81,5.48,129,129.8,118.18,36.65,26.11,57.28,0.58,0.31,0.57,2506.81,56.47,0.58,0.29,0.55,2564.81,53.55,0.57,0.24,0.49,2260.14,55.18,0.57,0.27,0.53,2456.25,57.62,0.63,0.31,0.57,2.26,,,,,
18,10310,50,467966,4.73,95.27,19.32,29.16,0.48,2.51,1.02,18.84,35.71,43.62,41.1,7.4,1.35,6.69,5.78,9.26,1.15,0.27,0.27,2.74,0.25,1.77,45.63,57.39,58.46,59.53,27.95,32.33,40.47,3.96,39.5,47.02,23.71,18.12,17.65,23.41,5.81,130,144.69,128.3,39.91,27.05,59.15,0.59,0.34,0.6,2614.04,58.91,0.59,0.34,0.6,2703.01,56.14,0.58,0.29,0.54,2402.22,57.15,0.59,0.31,0.56,2571.52,58.17,0.64,0.32,0.58,2.28,,,,,
18,10311,111,Agate,4.93,95.07,19.14,28.68,0.43,2.23,0.55,18.71,35.01,42.46,39.01,7.06,2.05,6.69,6.23,9.83,1.13,0.26,0.31,2.4,0.25,1.86,44.01,53.57,55.7,59.48,25.19,28.77,40.52,3.41,37.1,43.95,23.77,18.81,17.2,23.54,5.24,135,139.14,124.85,37.45,27.26,58.36,0.59,0.33,0.59,2573.64,57.53,0.59,0.31,0.57,2631.53,54.26,0.57,0.25,0.51,2306.82,55.94,0.58,0.28,0.54,2506.89,58.45,0.64,0.33,0.59,2.29,,,,,
18,10312,202,Hi-Gest360,4.88,95.12,19.92,29,0.52,2.61,0.72,19.4,34.18,41.05,38.6,7.08,2.32,7,6.62,8.77,1.18,0.28,0.32,2.3,0.27,1.93,45.05,54.94,55.99,58.79,28.82,32.26,41.21,3.71,38,46.13,22.56,18.07,16.92,24.47,5.73,141,151.46,138.69,39.09,29.05,60.71,0.62,0.37,0.63,2761.95,59.93,0.62,0.35,0.61,2822.53,58.08,0.61,0.32,0.58,2564.58,58.74,0.61,0.33,0.59,2717.45,59.99,0.67,0.35,0.62,2.36,,,,,
18,10313,66,206574,4.77,95.23,19.16,24.9,0.51,2.64,0.99,18.65,35.98,42.72,38.79,7.51,1.96,6.29,5.16,10.97,1.34,0.27,0.38,2.22,0.27,1.73,42.61,50.28,51.68,55.54,27.07,28.78,44.46,4.39,38.4,45.02,24.51,20.64,18.99,21.7,6.06,133,128.15,123.85,38.1,26.41,56.58,0.57,0.3,0.55,2441.9,55.24,0.57,0.27,0.53,2472.16,53.1,0.56,0.23,0.49,2205.06,55.17,0.57,0.27,0.53,2425.09,56.57,0.62,0.3,0.55,2.21,,,,,
18,10314,12,499543,4.8,95.2,17.72,25.42,0.37,2.08,0.93,17.35,32.94,41.03,38.32,6.54,2.56,7.61,7.32,9.49,1.03,0.25,0.23,2.86,0.23,2,47.5,60.54,60.56,60.57,29.22,32.99,39.43,3.61,38.7,47.05,21.54,16.19,16.18,22.22,5.64,143,164.17,139.96,39.9,30.69,61.33,0.62,0.38,0.64,2776.79,61.36,0.62,0.38,0.64,2879.91,58.06,0.6,0.32,0.58,2548.51,58.69,0.61,0.33,0.59,2700.7,60.27,0.65,0.36,0.62,2.29,,,,,
18,10315,197,5472,4.99,95.01,17.82,27.17,0.44,2.45,1.13,17.38,33.35,41.87,38.56,6.78,2.62,7.16,6.28,9.08,1.13,0.25,0.28,2.35,0.24,1.85,44.82,53.88,56.56,60.6,26.14,30.52,39.4,3.51,38.2,45.43,23.1,18.19,16.5,23.99,5.36,140,144.85,133.14,38.7,30.51,60.1,0.61,0.36,0.62,2712.2,59.06,0.61,0.34,0.6,2759.32,56.66,0.6,0.3,0.55,2475.75,57.95,0.6,0.32,0.58,2658.69,59.88,0.66,0.35,0.61,2.33,,,,,
18,10316,185,54VQ52,5.06,94.94,19.02,28.2,0.45,2.37,0.47,18.57,33.94,41.96,39.24,6.94,2.32,7.06,6.41,9.3,1.22,0.26,0.31,2.2,0.26,1.81,43.98,51.69,57.4,60.33,23.74,27.58,39.67,2.94,35.1,41.92,23.5,17.88,16.64,25.11,4.84,138,137.95,123.5,35.94,28.37,59.04,0.6,0.34,0.6,2633.35,57.6,0.59,0.31,0.57,2659.75,54.39,0.58,0.26,0.51,2337.99,55.9,0.59,0.28,0.54,2528.53,59.18,0.65,0.34,0.6,2.32,,,,,
18,10317,26,502472,4.78,95.22,18.11,26.58,0.52,2.87,0.58,17.59,37.72,45.78,42.31,8.09,1.48,6.45,5.56,9.34,1.25,0.25,0.32,2.33,0.24,1.64,41.21,48.39,51.1,54.89,26.53,29.59,45.11,3.65,35.2,42.73,26.91,22.38,20.65,24.03,5.65,121,114.69,109.59,36.22,25.72,55.6,0.57,0.28,0.53,2384.8,54.11,0.56,0.25,0.51,2408.17,52.94,0.55,0.23,0.48,2192.45,53.79,0.56,0.25,0.5,2349.46,56.13,0.61,0.29,0.54,2.17,,,,,
18,10318,182,5432,4.66,95.34,21.34,30.92,0.49,2.29,0.67,20.86,34.68,41.35,38.52,7.29,1.16,6.95,5.43,9.47,1.26,0.28,0.33,2.35,0.28,1.77,44.53,54.27,54.51,57.59,24.49,27.69,42.41,3.89,38,44.09,22.94,18.81,17.54,21.97,5.53,139,146.16,130.48,37.49,26.73,59.36,0.6,0.34,0.6,2652.18,58.57,0.6,0.33,0.59,2711.9,54.62,0.58,0.26,0.51,2350.85,56.84,0.59,0.3,0.56,2579.34,58.78,0.66,0.33,0.59,2.33,,,,,
18,10319,33,467978,5.06,94.94,19.26,25.64,0.38,1.96,0.61,18.88,31.56,39.49,36.01,5.96,2.77,7.5,7.39,9.21,1.13,0.28,0.29,2.56,0.25,2.16,51.22,65.46,65.47,65.48,32.45,35.76,34.52,3.92,43.3,52.09,19.26,13.63,13.63,22.57,5.86,152,185.08,159.96,44.11,30.49,63.81,0.64,0.42,0.69,2937.56,63.9,0.64,0.42,0.69,3045.51,60.47,0.62,0.36,0.62,2705.33,61.53,0.63,0.38,0.64,2882.08,61.93,0.67,0.39,0.65,2.36,,,,,
18,10320,36,468010,5.11,94.89,21.05,30.14,0.43,2.02,0.71,20.63,30.8,37.96,35.01,6.09,2.38,7.48,7,9.66,1.2,0.29,0.33,2.35,0.28,2.07,48.12,61.13,62.25,63.37,32.68,36.5,36.63,3.9,41.8,50.97,19.7,14.33,13.91,21.99,5.98,159,180.52,163.85,43.15,29.96,62.71,0.63,0.4,0.67,2894.2,62.67,0.63,0.4,0.66,2994.58,61.04,0.63,0.37,0.64,2741.05,61.34,0.63,0.38,0.64,2880.41,61.7,0.67,0.38,0.65,2.38,,,,,
18,10401,149,KingBird,4.72,95.28,19.99,29.19,0.55,2.73,0.78,19.44,36.83,44.43,40.55,7.83,1.09,6.08,4.87,10.11,1.25,0.28,0.3,2.54,0.26,1.76,45.44,52.26,53.93,55.6,30.57,33.7,44.4,4.61,39.1,46.97,24.24,20.47,19.73,23.63,6.58,126,127.24,122.77,39.78,24.49,57.65,0.58,0.31,0.57,2486.78,55.69,0.57,0.28,0.54,2490.26,55.4,0.57,0.27,0.53,2311.63,55.68,0.57,0.28,0.54,2445.97,56.38,0.62,0.29,0.55,2.21,,,,,
18,10402,115,467908,4.92,95.08,18.11,27.84,0.5,2.76,1.11,17.6,34.38,41.91,38.84,7.22,2.15,7.02,6.31,9.82,1.15,0.24,0.26,2.6,0.23,1.79,44.44,52.8,54.32,57.57,28.22,32.78,42.43,3.93,38.1,45.93,23.29,19.15,17.78,24.56,5.91,138,140.3,132.28,38.97,29.48,59.11,0.6,0.34,0.6,2631.84,57.87,0.59,0.32,0.58,2668.61,56.96,0.59,0.3,0.56,2458.98,57.3,0.59,0.31,0.57,2595.59,58.44,0.64,0.33,0.59,2.27,,,,,
18,10403,136,467895,5.07,94.93,18.61,28.59,0.48,2.58,0.52,18.13,35.08,42.68,38.73,7.12,1.88,6.67,6.38,10.12,1.22,0.27,0.31,2.37,0.24,1.74,45.55,54.62,56.17,60.54,26.98,31.1,39.46,4.07,40.6,47.48,23.24,18.71,16.85,22.32,5.75,134,139.69,130.84,40.34,27.36,58.48,0.59,0.33,0.59,2558.19,57.34,0.58,0.31,0.57,2602.17,54.91,0.57,0.27,0.52,2318.21,56.72,0.58,0.3,0.55,2526.78,57.78,0.63,0.32,0.57,2.25,,,,,
18,10404,22,502484,5.48,94.52,17,26.62,0.38,2.23,0.99,16.62,31.91,40.86,38.03,6.38,3.17,7.44,6.71,8.85,1.14,0.23,0.29,2.17,0.23,1.94,44.4,54.35,58.46,61.9,25.57,30.06,38.1,3.12,37.1,44.44,22.72,16.97,15.57,23.47,5.04,146,151.44,136.28,37.99,32.34,60.77,0.62,0.37,0.63,2777.01,60.07,0.62,0.35,0.62,2841.25,57.35,0.61,0.31,0.57,2539.84,58.48,0.61,0.33,0.59,2714.82,61.08,0.65,0.37,0.64,2.3,,,,,
18,10405,53,494658,5.16,94.84,20.89,29.38,0.48,2.32,0.68,20.4,33.85,41.07,37.34,7.11,1.12,6.86,5.52,9.36,1.27,0.28,0.29,2.44,0.27,1.93,45.3,56.24,57.12,58,27.62,31.18,42,3.83,38,45.52,22.47,17.61,17.25,22.87,5.74,142,152.95,135.74,38.61,27.43,60.15,0.61,0.36,0.62,2709.33,59.69,0.61,0.35,0.61,2786.44,56.87,0.6,0.3,0.56,2480.41,57.86,0.6,0.32,0.58,2648.46,59.41,0.66,0.34,0.61,2.35,,,,,
18,10406,165,AFX009,5.08,94.92,20.21,31.02,0.49,2.42,1.12,19.72,33.31,40.77,37.64,6.76,1.42,6.85,6.76,9.59,1.16,0.29,0.26,2.93,0.25,1.87,48.46,60.8,61.61,62.41,30.9,36.43,37.59,3.99,41.6,50.16,21.01,15.65,15.32,22.72,5.99,144,165.29,147.73,42.57,28.67,61.56,0.62,0.38,0.64,2782.79,61.28,0.62,0.38,0.64,2871.19,59.61,0.61,0.35,0.61,2618.36,59.67,0.61,0.35,0.61,2745.37,59.78,0.67,0.35,0.61,2.36,,,,,
18,10407,202,Hi-Gest360,5.28,94.72,23.29,33.98,0.49,2.08,0.75,22.8,30.02,36.5,33.98,6.06,1.75,7.3,7.12,9.93,1.25,0.32,0.32,2.48,0.3,2.01,51,62.43,63.13,63.82,31.65,36.26,36.18,4.17,43.2,51.68,17.89,13.46,13.21,22.56,6.07,167,191.01,172.75,43.82,29.03,64.05,0.64,0.42,0.69,2976.24,63.34,0.64,0.41,0.68,3043.17,61.29,0.63,0.38,0.64,2766.62,61.91,0.63,0.39,0.65,2922.88,61.87,0.68,0.38,0.65,2.41,,,,,
18,10408,56,340114,5.4,94.6,21.21,32.29,0.53,2.51,0.72,20.67,30.25,37.74,34.61,6.25,2.78,8,7.22,9.39,1.23,0.29,0.34,2.15,0.28,1.82,48.64,56.88,58.64,62.59,30.18,34.45,37.41,3.57,39.8,48.55,19.38,15.61,14.12,24.35,5.63,161,171.14,159.25,41.19,30.56,62.98,0.64,0.4,0.67,2911.17,61.48,0.63,0.38,0.64,2935.79,60.19,0.63,0.36,0.62,2701.81,60.61,0.63,0.36,0.63,2845.57,61.4,0.67,0.38,0.64,2.37,,,,,
18,10409,73,177012,5.29,94.71,18.41,26.46,0.51,2.8,0.6,17.9,35.59,44.04,41.76,7.61,1.82,6.88,6.52,8.75,1.22,0.25,0.32,2.07,0.25,1.69,42.44,49.92,53.95,56.3,25.6,29.07,43.7,3.43,35.2,42.49,25.35,20.28,19.25,24.26,5.4,129,126.11,117.01,36.11,27.7,57.74,0.59,0.32,0.57,2547.39,56.31,0.58,0.29,0.55,2573.63,54.36,0.57,0.26,0.51,2317.89,55.37,0.58,0.27,0.53,2482.85,57.98,0.63,0.32,0.58,2.25,,,,,
18,10410,131,464739_Guron,5.05,94.95,19.78,29.49,0.55,2.79,0.62,19.23,34.59,42.01,38.78,7.41,1.67,6.67,6.62,9.49,1.18,0.26,0.27,2.63,0.26,1.78,44.44,54.54,55.67,56.79,30.51,34.83,43.21,4.1,38.2,46.79,23.34,18.62,18.15,23.76,6.26,137,143.96,133.72,39.63,27.57,59.02,0.6,0.34,0.6,2624.21,58.35,0.6,0.33,0.59,2690.02,57.89,0.59,0.32,0.58,2500.63,57.51,0.59,0.31,0.57,2603.36,58.28,0.64,0.32,0.58,2.29,,,,,
18,10411,89,346902,5.29,94.71,19.4,29.21,0.47,2.41,0.61,18.93,33.51,40.54,37.82,6.91,2.29,6.74,6.18,10.15,1.24,0.27,0.32,2.24,0.26,1.82,44.17,52.32,56,58.65,27.59,31.79,41.35,3.82,38.4,45.94,22.64,17.84,16.76,22.78,5.73,144,144.11,137.16,39,28.69,59.09,0.6,0.34,0.6,2634.92,57.83,0.59,0.32,0.58,2669.62,56.61,0.59,0.3,0.55,2444.63,57.44,0.59,0.31,0.57,2605.34,58.9,0.65,0.34,0.6,2.31,,,,,
18,10412,94,467901,5.24,94.76,19.12,27.63,0.47,2.47,0.55,18.65,33.41,40.87,37.73,6.91,2.34,7.1,6.27,9.07,1.24,0.26,0.33,2.12,0.26,1.85,44.09,53,55.11,58.97,26.83,30.84,41.03,3.51,37.2,44.82,22.85,18.35,16.77,23.29,5.46,143,146.73,135.6,38.1,29.64,59.98,0.61,0.35,0.62,2713,58.96,0.61,0.34,0.6,2760.53,57.03,0.6,0.3,0.56,2500.31,57.93,0.6,0.32,0.58,2663.57,59.87,0.66,0.35,0.61,2.35,,,,,
18,10413,201,22338_VernalFD2,4.94,95.06,19.67,28.51,0.52,2.63,0.7,19.16,36.12,43.77,41.19,7.53,1.39,6.45,5.27,9.36,1.21,0.28,0.27,2.53,0.25,1.76,46.27,55.94,57.2,58.45,29.62,33.64,41.55,3.78,38.1,46.57,23.51,18.73,18.18,22.71,5.88,129,140.05,126.07,39.46,26.14,59.07,0.59,0.34,0.6,2595.71,58.04,0.59,0.32,0.58,2646.51,56.45,0.58,0.29,0.55,2402.69,56.6,0.58,0.3,0.55,2530.63,57.72,0.63,0.32,0.57,2.26,,,,,
18,10414,190,55V48,4.87,95.13,20.69,32.39,0.55,2.65,1.22,20.14,33.6,40.35,37.16,7.12,1.8,6.74,5.89,9.03,1.12,0.29,0.27,2.83,0.27,1.88,46.74,56.79,57.72,58.64,30.66,35.55,41.36,3.75,38,47.15,21.49,17.06,16.69,25.03,5.98,145,158.96,144.17,39.96,29.28,61.66,0.63,0.38,0.65,2819.53,60.81,0.62,0.37,0.63,2877.45,60.01,0.62,0.35,0.62,2668.97,59.43,0.62,0.34,0.61,2761.96,60.01,0.66,0.35,0.62,2.33,,,,,
18,10415,68,204593,5.29,94.71,20.58,29.44,0.48,2.32,0.72,20.1,33.57,41.45,38.95,6.85,1.84,7.22,6.66,8.89,1.22,0.29,0.31,2.27,0.26,1.92,49.02,58.69,59.59,60.49,29.8,33.13,39.51,3.47,38,46.77,21.13,16.75,16.38,23.99,5.59,141,158.29,137.94,39.63,27.88,62,0.62,0.39,0.65,2808.64,60.78,0.62,0.37,0.63,2851.27,58.11,0.6,0.32,0.58,2552,58.58,0.61,0.33,0.59,2695.93,60.07,0.66,0.35,0.62,2.33,,,,,
18,10416,196,55V50,5.32,94.68,21.22,30.04,0.46,2.18,0.83,20.76,32.99,40.48,37.01,6.55,1.85,7.01,6.26,9.66,1.27,0.3,0.32,2.32,0.27,1.93,49.71,59.68,61.39,63.1,29.55,33.69,36.9,3.31,38.8,47.67,20.36,15.63,14.94,23.97,5.4,145,163.55,142.88,40.5,27.54,62.03,0.62,0.39,0.65,2803.55,60.88,0.61,0.37,0.63,2849.6,58.23,0.6,0.32,0.58,2549.66,58.74,0.6,0.33,0.59,2696.26,60.11,0.66,0.36,0.62,2.34,,,,,
18,10417,100,467936,5.28,94.72,19.69,29.38,0.45,2.31,0.54,19.23,33.95,41.58,38.77,7.01,1.43,6.64,5.75,9.77,1.25,0.28,0.31,2.49,0.26,1.91,45.06,56.81,57.71,58.6,29.37,32.9,41.4,4.27,40.1,47.72,22.85,17.59,17.22,21.23,6.12,140,150.96,137.4,40.43,27.59,59.35,0.6,0.34,0.6,2643.29,59.18,0.6,0.34,0.6,2734.7,56.99,0.59,0.3,0.56,2460.05,57.94,0.59,0.32,0.58,2627.58,58.91,0.65,0.34,0.6,2.31,,,,,
18,10418,120,467924,4.96,95.04,20.59,31.4,0.5,2.41,1.19,20.1,31.02,38.05,34.59,6.37,2.03,7.47,6.58,9.45,1.2,0.27,0.25,2.79,0.27,2.01,48.91,60.75,61.3,61.84,30.82,36.41,38.16,3.48,38.9,48.34,19.44,14.73,14.52,22.74,5.71,158,179.99,158.13,41.04,31.08,63.36,0.64,0.41,0.68,2940.62,62.92,0.64,0.4,0.67,3020.45,61.37,0.63,0.38,0.64,2771.06,60.83,0.63,0.37,0.63,2866.62,61.52,0.67,0.38,0.64,2.36,,,,,
18,10419,61,ABI700_FD6,5.18,94.82,22.05,31.66,0.56,2.56,0.99,21.49,33.75,40.32,37.39,7.11,1.7,6.36,5.93,9.94,1.34,0.29,0.37,2.05,0.29,1.71,44.86,52.56,55.8,58.9,26.8,30.6,41.1,3.61,37.6,45.04,22.24,17.82,16.57,23.12,5.51,144,146,136.51,38.27,26.97,59.63,0.6,0.35,0.61,2671.22,58.19,0.6,0.32,0.58,2696.79,56.32,0.59,0.29,0.55,2439.21,57.4,0.6,0.31,0.57,2611.91,58.85,0.66,0.33,0.59,2.34,,,,,
18,10420,179,LS206,5.27,94.73,20.94,33.15,0.49,2.33,0.55,20.45,31.9,39.46,35.89,6.5,2.16,7.04,6.12,9.58,1.21,0.28,0.34,2.18,0.28,1.85,46.75,55.75,57.93,62.36,27.6,32.06,37.64,3.34,38.5,46.47,21.01,16.6,14.85,22.78,5.3,151,158.74,144.79,39.57,28.71,61.18,0.62,0.37,0.64,2778.36,60.01,0.61,0.35,0.62,2819.38,57.86,0.6,0.32,0.58,2545.15,58.72,0.61,0.33,0.59,2708.49,60.36,0.66,0.36,0.62,2.34,,,,,
18,10501,124,452483_Peace,4.88,95.12,20.96,33.56,0.54,2.58,0.55,20.42,34.39,40.87,37.78,7.41,0.91,6.2,5.04,10.26,1.27,0.29,0.31,2.65,0.27,1.82,41.8,53.85,54.96,56.08,30.66,35.26,43.92,5.23,41.3,48.6,23.79,18.41,17.95,21.17,7.01,141,145.65,141.19,41.33,26.64,57.72,0.59,0.32,0.57,2552.9,57.94,0.59,0.32,0.58,2661.7,57.93,0.59,0.32,0.58,2494.51,58,0.59,0.32,0.58,2620.83,57.98,0.64,0.32,0.58,2.29,,,,,
18,10502,174,AFX019,4.78,95.22,22.05,32.6,0.48,2.2,0.52,21.57,34.65,40.97,37.36,7.39,0.49,6.75,4.91,9.49,1.34,0.29,0.32,2.41,0.28,1.82,44.42,54.35,55.45,56.55,24.39,27.94,43.45,3.98,37.6,43.73,22.77,18.25,17.8,22.5,5.62,141,148.03,131.29,37.18,26.18,59.44,0.6,0.34,0.61,2661.47,58.73,0.6,0.33,0.59,2725,54.9,0.58,0.27,0.52,2369.26,56.86,0.59,0.3,0.56,2584.42,58.8,0.66,0.33,0.59,2.34,,,,,
18,10503,128,467932,4.95,95.05,19.41,29.5,0.51,2.63,0.56,18.9,35.13,44.15,41.51,7.25,1.5,6.83,6.47,8.57,1.15,0.27,0.27,2.4,0.24,1.87,47.14,56.09,57.34,60.36,28.65,33.18,39.64,3.76,39.2,47.23,23.34,18.84,17.5,25.33,5.72,130,140.72,127.78,40.09,26.55,60.1,0.6,0.36,0.62,2668.91,58.73,0.6,0.33,0.59,2703.83,56.81,0.59,0.3,0.56,2445.02,57.47,0.59,0.31,0.57,2597.56,58.81,0.65,0.33,0.59,2.3,,,,,
18,10504,103,26751_5454,4.65,95.35,20.42,30.61,0.55,2.71,0.81,19.87,36.21,44.33,40.98,7.8,1.39,6.44,5.71,8.66,1.18,0.28,0.32,2.09,0.27,1.78,43.13,49.5,51.43,55.57,25.13,28.61,44.43,3.38,34.5,41.72,25.21,21.53,19.7,26.6,5.36,127,124.38,114.63,35.48,25.61,58.1,0.59,0.32,0.58,2566.76,56.21,0.58,0.29,0.55,2570.42,54.16,0.57,0.25,0.51,2310.2,55.12,0.58,0.27,0.52,2471.97,57.91,0.64,0.32,0.58,2.28,,,,,
18,10505,181,54Q29,4.73,95.27,20.42,29.57,0.54,2.63,0.73,19.88,35.84,43.05,39.8,7.73,0.98,6.47,4.91,9.82,1.31,0.27,0.34,2.16,0.28,1.76,42.59,49.85,51.6,55.05,24.27,27.03,44.95,3.84,36.1,42.31,24.72,20.84,19.35,23.86,5.55,132,127.91,118.63,35.94,25.68,57.36,0.58,0.31,0.57,2510.48,55.87,0.58,0.28,0.54,2533.17,52.93,0.56,0.23,0.48,2227.47,54.91,0.57,0.27,0.52,2440.96,57.26,0.63,0.31,0.56,2.25,,,,,
18,10506,108,22339_Vernema,4.58,95.42,19.58,28.59,0.53,2.69,0.73,19.05,35.52,43.17,40.63,7.28,1.64,6.51,6.23,9.79,1.12,0.28,0.28,2.71,0.24,1.83,47.29,57.56,57.66,60.03,29.25,33.98,39.97,3.86,39.4,47.62,22.76,18.28,17.26,24.56,5.85,132,145.68,130.2,40.41,26.36,59.49,0.59,0.35,0.61,2615.74,58.6,0.59,0.33,0.59,2673.56,56.64,0.58,0.3,0.55,2411.22,57.01,0.58,0.3,0.56,2550.75,57.9,0.64,0.32,0.58,2.27,,,,,
18,10507,14,467955,4.84,95.16,20.59,28.97,0.5,2.41,0.89,20.1,34.62,41.53,38,7.02,1.38,6.5,5.39,10.41,1.27,0.29,0.32,2.55,0.27,1.88,47.08,58.89,59.54,60.2,30.76,35.09,39.8,4.57,42.2,50.03,21.98,16.8,16.53,22.83,6.38,139,154.88,141.74,42.43,26.47,59.7,0.6,0.35,0.61,2641.21,59.37,0.6,0.34,0.6,2726.03,57.62,0.59,0.31,0.57,2471.05,58.3,0.59,0.33,0.58,2627.68,58.33,0.65,0.33,0.59,2.3,,,,,
