Cutting,ID,block,position,gen,Name,loc,year,DM,Cprot,ADF,aNDF,Ash,Fat,Lignin,Ca,P,Mg,K,Starch,Su_ESC,Su_WSC,TTNDFD
1,30810,8,10,72,182238,OR,2018,95.07,24.43,30.64,37.01,11.13,2.19,6.2,1.24,0.34,0.33,2.61,2.05,6.22,7.18,46.7
1,30811,8,11,158,AFX002,OR,2018,94.77,24.41,30.41,37.47,10.63,2.16,6.12,1.24,0.35,0.34,2.78,1.64,6.64,7.25,43.99
1,30812,8,12,141,464749,OR,2018,95.02,22.82,32.88,39.86,9.54,1.95,6.93,1.2,0.3,0.32,2.6,1.58,6.07,7.12,41.89
1,30813,8,13,135,452489_Sevelra,OR,2018,95.03,23.31,33.41,40.29,9.92,2.02,6.71,1.18,0.35,0.31,2.94,1.43,6.03,7.2,42.85
1,30814,8,14,162,AFX457,OR,2018,94.88,23.72,31.74,39.06,11.27,2.2,6.13,1.15,0.36,0.31,2.78,1.78,5.86,6.74,44.83
1,30815,8,15,57,452479,OR,2018,95.07,24,32.82,39.49,9.41,2.18,6.69,1.19,0.34,0.31,2.82,1.16,5.69,7.04,42.36
1,30816,8,16,12,499543,OR,2018,94.63,24.99,29.95,36.86,10.86,2.22,5.74,1.14,0.38,0.33,2.9,2.23,6.72,6.78,47.77
1,30817,8,17,56,340114,OR,2018,95.4,18.02,39.58,48.62,8.58,1.38,8.51,1.06,0.28,0.27,2.54,1.15,6.47,7.31,35.82
1,30818,8,18,202,Hi-Gest360,OR,2018,94.83,24.07,29.76,37.04,9.85,2.16,6.06,1.18,0.35,0.32,2.55,2.19,6.75,7.67,43.17
1,30819,8,19,61,ABI700_FD6,OR,2018,94.92,21.22,34.7,42.19,9.47,1.74,7.16,1.17,0.32,0.3,2.56,1.52,6.86,7.36,37.67
1,30820,8,20,184,5364,OR,2018,94.67,23.13,31.22,39.22,9.78,2.16,6.1,1.13,0.35,0.31,2.62,2.03,6.12,7.07,42.74
1,30901,9,1,96,467903,OR,2018,95.34,23.33,33.52,39.18,9.11,2.03,7.24,1.19,0.33,0.3,2.87,1.24,5.97,7.33,40.6
1,30902,9,2,114,ApolloII,OR,2018,94.91,22.55,33.42,40.87,9.58,2.14,6.8,1.08,0.34,0.29,2.77,1.94,5.47,6.43,39.25
1,30903,9,3,64,217419,OR,2018,95,24.34,31.13,37.84,10.26,2.22,6.38,1.17,0.36,0.28,2.9,1.19,5.82,6.89,42.74
1,30904,9,4,164,AFX008,OR,2018,94.83,24.45,29.48,36.14,10.98,2.2,5.71,1.09,0.37,0.3,2.98,2.17,5.77,6.76,46.64
1,30905,9,5,196,55V50,OR,2018,95.05,22.1,33.99,41.02,9.57,2.06,6.97,1.22,0.33,0.33,2.65,1.22,5.69,6.94,40.09
1,30906,9,6,68,204593,OR,2018,94.68,25.09,31.44,38.01,11.13,2.15,6.16,1.17,0.39,0.36,2.72,2.11,6.04,6.55,46.45
1,30907,9,7,202,Hi-Gest360,OR,2018,95.04,25.64,30.44,36.71,10.22,2.23,6.05,1.23,0.37,0.33,2.7,1.26,5.75,7.33,45.96
1,30908,9,8,30,502460,OR,2018,94.99,20.81,34.37,42.74,9.68,1.75,7.04,1.12,0.33,0.31,2.68,2.11,6.21,6.75,41.1
1,30909,9,9,170,AFX015,OR,2018,94.84,22.88,31.08,38.91,9.93,2.06,6.37,1.22,0.33,0.33,2.6,1.77,6.97,7.17,42.35
1,30910,9,10,120,467924,OR,2018,94.97,24.34,30.69,37.3,11.11,2.26,6.13,1.24,0.36,0.33,2.76,1.92,6.31,6.84,46.97
1,30911,9,11,16,467960,OR,2018,94.83,24.08,32.45,39.82,9.73,2.04,6.56,1.2,0.36,0.32,2.67,1.47,6.11,6.71,43.7
1,30912,9,12,86,430564,OR,2018,94.92,24.07,30.54,38.29,10.09,2.19,5.96,1.14,0.37,0.31,2.74,1.98,6.31,6.88,46.26
1,30913,9,13,33,467978,OR,2018,94.81,24.32,33.1,40.34,9.7,2.19,6.64,1.27,0.37,0.34,2.66,1.12,5.33,6.42,43.31
1,30914,9,14,8,467949,OR,2018,95.06,22.65,33.63,40.81,10.36,2.12,6.66,1.14,0.36,0.29,2.96,1.59,5.9,6.65,43.73
1,30915,9,15,23,502485,OR,2018,94.78,23.5,33.93,41.23,10.57,1.94,6.99,1.21,0.36,0.32,2.74,1.61,6.29,6.43,42.37
1,30916,9,16,201,22338_ VernalFD2,OR,2018,94.94,22.04,34.82,42.16,10.41,2.07,6.84,1.1,0.35,0.29,2.88,1.9,5.84,6.17,42.64
1,30917,9,17,128,467932,OR,2018,95.01,24.02,32.62,39.77,9.93,2.03,6.45,1.23,0.36,0.31,2.77,1.42,6.13,6.92,45.55
1,30918,9,18,194,SW4351,OR,2018,94.83,23.17,31.69,38.96,9.9,2.15,6.25,1.17,0.35,0.3,2.64,1.95,6.13,6.78,42.72
1,30919,9,19,52,491406,OR,2018,94.87,25.49,31.2,37.68,9.76,2.15,6.22,1.2,0.38,0.33,2.74,1.42,6.31,7.35,45.97
1,30920,9,20,73,177012,OR,2018,95.01,21.96,32.71,40.19,9.29,1.99,6.55,1.08,0.34,0.28,2.74,2.13,6.44,7.1,41.88
1,31001,10,1,148,RedFalcon,OR,2018,94.7,24.2,31.41,39.25,7.62,2.11,6.56,1.18,0.37,0.32,2.38,1.06,6.82,7.24,40.39
1,31002,10,2,157,Mallard,OR,2018,94.67,24.44,31.08,38.39,7.9,2.28,6.3,1.05,0.38,0.31,2.51,1.82,6.26,6.95,38.58
1,31003,10,3,80,452438,OR,2018,94.82,23.53,33.47,41.86,7.23,1.91,7.05,1.12,0.37,0.32,2.31,0.97,6.94,7.11,38.06
1,31004,10,4,6,170535_Yonca,OR,2018,94.78,20.97,35.67,43.92,7.93,2.03,7.32,1.05,0.34,0.31,2.49,1.79,5.54,6.25,36.34
1,31005,10,5,93,467900,OR,2018,94.96,25.95,32.75,38.87,7.48,2.13,7.17,1.1,0.42,0.34,2.7,0.95,6.34,6.87,42.58
1,31006,10,6,45,502463,OR,2018,94.82,25.13,30.94,38.39,8.06,2.25,6.4,1.09,0.4,0.31,2.63,1.34,6.07,6.8,42.42
1,31007,10,7,83,440497,OR,2018,94.86,22.77,31.74,40.48,7.46,1.98,6.84,1.09,0.35,0.32,2.33,1.77,6.18,7.18,37.27
1,31008,10,8,147,Roadrunner,OR,2018,94.93,25.72,29.9,36.61,8.35,2.37,6.46,1.08,0.38,0.36,2.39,2.09,6.36,7.11,41.37
1,31009,10,9,125,452481_Lakak,OR,2018,94.94,23.57,32.77,41.93,7.57,2.03,6.74,1.14,0.38,0.33,2.33,1.09,6.47,7.04,42.38
1,31010,10,10,202,Hi-Gest360,OR,2018,94.51,26.31,26.91,33.79,9.2,2.35,5.43,1.07,0.42,0.35,2.49,2.53,6.74,7.51,46.48
1,31011,10,11,172,AFX017,OR,2018,94.72,27.18,29.43,36.02,7.93,2.34,6.14,1.24,0.4,0.35,2.71,0.9,6.23,7.09,42.01
1,31012,10,12,106,49878_54H11,OR,2018,94.9,23.8,30.7,38.63,7.65,2.28,6.14,1,0.38,0.32,2.46,2.12,6.47,7.27,39.58
1,31013,10,13,89,346902,OR,2018,94.68,24.17,31.82,39.34,8.22,2.23,6.62,1.21,0.37,0.37,2.44,1.45,6.56,6.6,39.15
1,31014,10,14,127,467935,OR,2018,94.89,24.31,30.91,37.5,8.88,2.42,6.37,1.1,0.38,0.34,2.64,1.94,5.76,6.58,40.33
1,31015,10,15,107,22300_Lahontan,OR,2018,94.62,23.89,30.76,38.62,8.03,2.23,6.45,1.11,0.35,0.34,2.38,2.12,6.23,6.82,35.28
1,31016,10,16,103,26751_5454,OR,2018,94.68,24.55,31.3,39.4,7.53,2.3,6.36,0.98,0.41,0.3,2.69,1.57,5.66,6.5,38.96
1,31017,10,17,201,22338_ VernalFD2,OR,2018,94.89,22.65,34.93,42.89,7.33,2.05,7.29,1.04,0.35,0.29,2.58,1.17,6.37,6.66,35.02
1,31018,10,18,7,467962,OR,2018,94.77,25.1,29.11,35.65,8.46,2.4,5.85,1.07,0.4,0.32,2.74,2.15,6.27,7.14,41.48
1,31019,10,19,32,467969,OR,2018,94.82,26.27,31.06,38.09,8.33,2.25,6.47,1.12,0.41,0.3,2.85,0.87,5.95,6.72,38.87
1,31020,10,20,175,AFX020,OR,2018,94.43,26.7,26.41,34.02,7.2,2.51,5.21,1,0.42,0.3,2.75,1.95,6.74,7.63,42.43
1,31101,11,1,2,170543,OR,2018,94.88,21.69,34.54,43.84,7.35,1.92,7.3,1.06,0.34,0.25,2.54,0.9,5.69,6.34,35.62
1,31102,11,2,11,467952,OR,2018,94.5,23.46,32.72,41.23,7.79,2.19,6.68,1,0.39,0.31,2.51,1.61,5.59,6.5,39.51
1,31103,11,3,201,22338_ VernalFD2,OR,2018,94.93,24.44,31.37,37.98,8.08,2.29,6.59,1.16,0.37,0.34,2.55,1.44,6.85,7.14,37.98
1,31104,11,4,5,171720,OR,2018,94.75,23.32,30.81,38.77,8.3,2.13,6.13,0.97,0.39,0.29,2.83,2.22,6.17,7.1,41.15
1,31105,11,5,180,5454,OR,2018,94.65,26.17,30.49,37.32,8.07,2.35,6.39,1.21,0.39,0.37,2.38,1.2,6.32,6.8,37.69
1,31106,11,6,136,467895,OR,2018,94.4,25.8,30.19,37.38,8.41,2.33,6.2,1.08,0.42,0.34,2.62,1.72,5.63,6.59,41.28
1,31107,11,7,9,467950,OR,2018,94.76,25.06,31.84,39.1,8.05,2.25,6.76,1.19,0.39,0.34,2.46,0.9,6.06,7,37.66
1,31108,11,8,26,502472,OR,2018,94.85,23.7,31.33,39.25,7.34,2.21,6.85,1.06,0.36,0.34,2.26,2.09,5.96,6.95,36.1
1,31109,11,9,53,494658,OR,2018,94.57,27.27,28.1,34.74,8.04,2.44,5.78,1.22,0.41,0.38,2.34,1.39,6.85,7.76,42.72
1,31110,11,10,1,170532,OR,2018,95.18,24.82,31.62,36.96,8.68,2.24,6.83,1.06,0.39,0.36,2.64,2.51,5.67,6.17,39.74
1,31111,11,11,198,SW4107,OR,2018,95.01,22.59,35.07,42.84,9.18,1.89,7.14,1.2,0.37,0.43,2.32,1.82,6.06,6.16,38.26
1,31112,11,12,42,467983,OR,2018,95,24.11,31.82,39.08,9.24,2.37,6.09,1.13,0.4,0.36,2.45,2.15,6.06,6.49,39.61
1,31113,11,13,43,467979,OR,2018,95.11,25.98,32.27,38.9,8.85,2.22,6.56,1.25,0.41,0.37,2.5,1.07,5.27,6.43,38.68
1,31114,11,14,14,467955,OR,2018,95.08,24.73,31.48,38,9.89,2.28,6.36,1.12,0.39,0.34,2.54,2.22,6.06,6.29,36.31
1,31115,11,15,163,AFX007,OR,2018,95.04,27.34,32.44,38.01,9.94,2.3,6.85,1.15,0.41,0.39,2.65,1.79,5.22,6.05,37.51
1,31116,11,16,130,467928,OR,2018,95.13,25.48,30.4,36.9,9.51,2.36,6.24,1.17,0.38,0.36,2.46,2.08,6.49,6.67,39.74
1,31117,11,17,97,467939,OR,2018,95.06,23.37,34.44,42.24,8.93,1.98,7.07,1.19,0.38,0.33,2.44,1.23,5.64,6.35,38.18
1,31118,11,18,202,Hi-Gest360,OR,2018,94.9,26.06,28.26,34.28,10.29,2.38,5.36,1,0.42,0.35,2.8,2.84,6.48,7.07,46.21
1,31119,11,19,124,452483_Peace,OR,2018,95.19,26.12,31.26,37.27,9.43,2.26,6.11,1.13,0.41,0.35,2.74,1.64,5.81,7.07,40.83
1,31120,11,20,35,468005,OR,2018,94.8,24.02,32.9,40.01,10.76,2.08,6.47,1.05,0.41,0.37,2.44,2.5,5.73,6.35,40.85
1,10101,1,1,123,467915,WA,2019,95.24416,23.56714,33.02881,40.07566,10.59971,1.880802,6.593743,1.294079,0.334846,0.339737,2.196805,0.8906271,5.869433,6.888179,47.81506
1,10102,1,2,29,499660,WA,2019,93.72775,22.78951,31.33192,40.13251,8.810948,1.828793,6.145129,1.307068,0.3159185,0.3344169,1.989103,0.957902,6.897504,7.516247,46.01852
1,10103,1,3,162,AFX457,WA,2019,94.92931,22.90658,32.26296,38.9306,10.38189,1.949776,6.467912,1.38116,0.3046999,0.3568496,2.026851,1.036818,5.861767,7.266072,46.44167
1,10104,1,4,201,22338_ VernalFD2,WA,2019,94.90657,21.08072,34.56915,43.19429,8.624028,1.797472,7.055229,1.280857,0.297148,0.3077898,1.986915,0.9011196,6.008585,7.212882,43.43794
1,10105,1,5,126,467938,WA,2019,95.05512,22.87249,32.45338,38.9584,10.14968,1.938931,6.394105,1.382869,0.327625,0.3509578,2.371283,0.8337969,5.54309,7.214505,49.85074
1,10106,1,6,191,SW42032,WA,2019,94.48184,23.27841,31.84179,39.38171,9.008039,2.030403,6.605118,1.42105,0.3105062,0.3297837,1.908328,1.398875,6.355947,7.922245,42.66086
1,10107,1,7,159,AFX003,WA,2019,94.66818,22.38422,31.67684,38.53061,10.93042,1.83853,6.337058,1.413793,0.3093225,0.3749938,2.000882,1.189433,6.534835,7.263558,50.1453
1,10108,1,8,139,464740,WA,2019,94.72351,23.75472,33.43193,40.20782,9.904488,1.865044,6.72852,1.332746,0.3289295,0.345991,2.100342,1.010586,5.789734,7.216414,47.84172
1,10109,1,9,77,452477,WA,2019,94.72697,24.86152,31.53178,38.90851,9.47712,2.117724,6.205634,1.204433,0.3655204,0.3327511,2.364716,1.312925,6.359326,7.609938,50.04331
1,10110,1,10,69,204591,WA,2019,94.00435,22.43957,32.94283,41.43189,8.93631,1.862375,6.838078,1.322205,0.2957971,0.315408,1.980545,1.079638,6.579756,7.429746,41.96672
1,10111,1,11,121,467922,WA,2019,95.02858,23.34324,33.06495,39.61602,10.26534,1.846335,6.699041,1.36131,0.3264745,0.370978,2.013957,1.141203,5.750206,6.676488,49.13314
1,10112,1,12,84,440503,WA,2019,93.848,22.65844,32.56439,40.9133,9.398518,1.707984,6.620501,1.333364,0.3063138,0.3323221,1.986829,0.9456475,6.820209,7.130713,45.11127
1,10113,1,13,133,452499,WA,2019,95.07219,25.80044,30.12072,36.12639,10.12569,2.080989,5.910037,1.389549,0.3619802,0.366081,2.290462,0.7334501,5.593882,7.083669,51.3266
1,10114,1,14,125,452481_Lakak,WA,2019,95.07782,26.04176,30.05626,35.98368,9.723128,2.110787,6.030242,1.422041,0.3495215,0.3577188,2.114195,0.8761159,5.556887,7.611249,49.77995
1,10115,1,15,202, Hi-Gest360,WA,2019,94.4549,22.40325,32.51641,41.14806,8.706832,1.967418,6.417502,1.275246,0.3157763,0.3296829,2.029111,1.284158,6.874365,7.726825,44.10847
1,10116,1,16,32,467969,WA,2019,93.84915,23.73532,30.85564,38.25391,9.536335,1.849373,6.123503,1.325766,0.3263797,0.346298,2.111831,1.013416,6.881864,7.197452,47.00535
1,10117,1,17,37,468011,WA,2019,94.37892,25.93089,30.75121,36.98492,10.33151,1.919878,6.31515,1.390544,0.3576145,0.3699638,2.21849,0.7871935,5.89814,7.099485,52.28288
1,10118,1,18,13,468011,WA,2019,95.32014,24.5805,31.41553,37.64257,9.708686,1.972671,6.431348,1.400858,0.3354094,0.3660097,2.087631,0.7259622,5.730143,7.163478,48.9531
1,10119,1,19,116,467906,WA,2019,95.11076,24.33423,32.20134,39.10895,9.606476,1.95477,6.443763,1.36735,0.3450523,0.3647578,2.053837,0.719714,5.704423,7.256444,50.18979
1,10120,1,20,164,AFX008,WA,2019,94.07655,24.59685,29.37057,36.13248,10.07756,1.991834,5.839401,1.38121,0.3289241,0.3471227,2.084992,0.8492816,6.392132,7.554974,49.23713
1,10201,2,1,35,468005,WA,2019,95.02754,24.29543,31.39207,38.14021,9.749863,1.941684,6.356449,1.349549,0.3373296,0.3459294,2.232711,0.6555039,5.969067,6.998506,48.60506
1,10202,2,2,146,Dove,WA,2019,94.86757,24.87386,30.18585,37.23044,9.220897,2.111811,6.118158,1.406836,0.3336179,0.3442416,2.002578,0.7964332,6.060283,7.772469,44.40108
1,10203,2,3,43,467979,WA,2019,94.36205,25.27193,31.1769,38.5545,10.27723,2.007013,6.034564,1.353453,0.3569693,0.38619,1.980699,0.9614072,6.161085,7.089357,51.72421
1,10204,2,4,24,502646,WA,2019,94.7342,23.21074,33.45985,40.1874,10.36262,1.824891,6.651464,1.346047,0.3291602,0.3732518,2.039859,0.9572187,5.783617,6.792965,47.92228
1,10205,2,5,202,Hi-Gest360,WA,2019,94.22816,22.53001,32.82148,40.54744,9.067019,1.952859,6.57556,1.312265,0.3157031,0.32012,2.194583,0.7568979,5.901473,7.317641,44.72096
1,10206,2,6,104,22287_ArcherFD5,WA,2019,94.739,24.88929,30.68216,37.67752,9.156286,1.956328,6.263851,1.34758,0.3292031,0.3370519,2.141371,1.011649,6.339037,7.449008,47.8174
1,10207,2,7,76,452476,WA,2019,93.62607,26.02363,29.40875,36.50261,10.12224,1.946218,5.69302,1.392647,0.3575685,0.3663877,2.181407,0.7770705,6.370681,7.010422,49.40543
1,10208,2,8,107,22300_Lahontan,WA,2019,93.75029,21.80675,32.73372,40.6218,9.346004,1.825045,6.860322,1.335064,0.2938076,0.3452804,1.716329,1.414521,7.063778,7.757765,40.56639
1,10209,2,9,158,AFX002,WA,2019,94.48135,23.01295,32.17266,39.62114,9.612837,2.045112,6.394137,1.275494,0.3234967,0.3341439,2.17438,1.04831,5.902376,7.282116,46.78776
1,10210,2,10,195,54Q14,WA,2019,95.05595,24.76961,31.48295,38.07377,9.54495,2.035901,6.368529,1.336101,0.3398442,0.3211519,2.193764,0.7416096,5.328798,7.259454,44.55301
1,10211,2,11,78,452475,WA,2019,93.87045,24.57832,31.85877,38.27332,10.17283,1.810811,6.362589,1.355021,0.3376475,0.3576216,2.032077,0.9201649,5.71924,6.72481,46.89658
1,10212,2,12,3,173738,WA,2019,94.92272,20.75072,34.5359,43.70111,8.920727,1.878212,7.0149,1.235323,0.2921971,0.321976,1.901848,1.196269,6.425722,7.417006,44.45293
1,10213,2,13,82,440506,WA,2019,95.39294,23.28209,32.90838,39.53115,9.785318,1.919312,6.819263,1.33597,0.3243391,0.3490688,2.200056,0.7663952,5.55053,7.069587,46.48759
1,10214,2,14,201,22338_ VernalFD2,WA,2019,94.63974,24.70367,31.61907,37.55098,10.23738,1.878648,6.442027,1.435079,0.335563,0.3507392,2.200225,0.7233753,5.623485,6.930566,49.34579
1,10215,2,15,34,467982,WA,2019,94.84676,23.54322,32.27845,39.76757,8.943617,1.94683,6.624209,1.315721,0.3165919,0.335388,1.935917,0.902984,6.164577,7.345904,42.58614
1,10216,2,16,156,Swift,WA,2019,94.91575,22.26537,32.11524,39.64949,9.180564,1.932553,6.449815,1.294917,0.3036712,0.3346665,1.980015,1.224284,6.798641,7.830402,43.76387
1,10217,2,17,6,170535_Yonca,WA,2019,95.27554,21.09981,34.56644,42.99939,8.812205,2.021877,6.921819,1.217939,0.3022543,0.274444,2.333777,0.6968778,5.68351,7.372789,43.4003
1,10218,2,18,52,491406,WA,2019,94.77652,24.04981,31.81217,38.59579,9.323193,1.878907,6.5066,1.297021,0.3322781,0.3358751,2.094595,0.7496957,6.521757,7.455031,46.22116
1,10219,2,19,90,346911,WA,2019,94.74232,26.67572,29.50122,35.91034,10.09557,2.069835,5.806994,1.393279,0.3673088,0.3815887,2.092268,0.7058461,5.925248,7.4415,54.26884
1,10220,2,20,140,464793,WA,2019,94.51434,22.89023,33.97131,42.00276,9.786938,1.909861,6.63097,1.286435,0.3330314,0.3504705,2.092323,1.029896,5.781083,6.890831,47.62093
1,10301,3,1,91,405068_Mandan1271,WA,2019,93.43619,24.03469,29.83632,37.55248,9.99501,1.878735,5.757125,1.305281,0.3380257,0.3232222,2.241855,0.7417077,6.755144,7.491756,48.61234
1,10302,3,2,201,22338_ VernalFD2,WA,2019,94.49398,23.54609,32.29577,40.35586,9.390078,1.907078,6.390315,1.258507,0.333749,0.3035114,2.203525,0.8116848,5.674673,7.393461,48.60885
1,10303,3,3,40,468056,WA,2019,94.56875,24.20053,31.7588,38.65628,9.813244,1.980186,6.247199,1.267932,0.3354325,0.3283647,2.167458,0.9350865,5.558864,7.360168,46.63197
1,10304,3,4,177,LS302,WA,2019,94.21254,23.90422,31.76382,39.09862,10.88985,1.7544,6.147073,1.317014,0.3465984,0.3708591,2.174185,0.858062,5.781566,6.495007,52.29366
1,10305,3,5,119,467925,WA,2019,93.85307,24.34138,30.73712,37.93533,9.208638,1.925045,6.02221,1.269612,0.3532783,0.297676,2.479057,0.3845427,5.845553,7.284344,47.37304
1,10306,3,6,189,55Q27,WA,2019,94.88596,24.13223,31.4355,38.98391,9.404206,1.897889,6.155378,1.245313,0.3484598,0.339292,2.200583,0.7160622,6.284864,7.379216,48.65191
1,10307,3,7,145,26659_5269,WA,2019,94.81069,22.5387,33.49519,40.84183,9.623999,1.800913,6.859182,1.285042,0.3194543,0.3353918,2.102787,0.7626787,5.714574,6.788727,44.36317
1,10308,3,8,186,SW5512Y,WA,2019,93.60578,23.00192,33.03661,40.70955,9.591529,1.799759,6.480366,1.27938,0.3300054,0.3057273,2.228026,0.4847739,5.566028,6.656733,43.45535
1,10309,3,9,114,ApolloII,WA,2019,94.90432,22.27283,34.13471,41.58038,9.589483,1.615545,6.932055,1.242666,0.3241823,0.3014131,2.420041,0.3542304,5.903782,6.407325,45.70528
1,10310,3,10,50,467966,WA,2019,93.58416,25.15454,30.12141,38.19022,9.876978,1.744559,5.910812,1.293814,0.354515,0.3215112,2.20798,0.5273755,6.58608,6.661184,51.51031
1,10311,3,11,111,Agate,WA,2019,93.58849,24.01861,31.2348,38.91658,9.395864,1.903467,6.209269,1.26406,0.3294698,0.3108178,2.063349,0.7614568,6.227317,7.223103,43.22916
1,10312,3,12,202, Hi-Gest360,WA,2019,94.14507,22.33179,33.11993,40.76245,10.44698,1.726202,6.429684,1.305002,0.3314552,0.3472363,2.047688,0.7653948,6.004677,6.464514,47.44778
1,10313,3,13,66,206574,WA,2019,94.42743,22.92486,31.64713,38.63072,8.895862,1.863551,6.560296,1.290931,0.3198241,0.3185559,2.174685,0.9392918,5.792833,7.360491,41.73867
1,10314,3,14,12,499543,WA,2019,94.44442,26.19492,30.57306,37.41438,9.807022,1.752427,6.241796,1.255145,0.3644256,0.3209955,2.2591,0.5267607,5.922531,6.992202,50.76315
1,10315,3,15,197,5472,WA,2019,94.05727,22.8659,32.30827,39.90149,9.977219,1.865431,6.268939,1.278438,0.3357973,0.3241856,2.184713,0.7179431,6.116004,6.981213,47.46387
1,10316,3,16,185,54VQ52,WA,2019,94.71696,22.45554,32.03589,40.30506,9.341035,1.909006,6.294678,1.238201,0.322395,0.3040214,2.193551,0.7893772,6.21626,7.726192,46.65698
1,10317,3,17,26,502472,WA,2019,93.89764,20.50989,32.81602,41.28532,8.401382,1.813618,6.683474,1.266703,0.2955763,0.2841461,2.247594,0.7317103,6.160074,7.880199,42.38288
1,10318,3,18,182,5432,WA,2019,95.03641,21.58104,34.62793,42.90912,9.289643,1.797403,7.05484,1.194623,0.3177047,0.2714762,2.292235,0.6314594,5.430475,7.054188,43.3942
1,10319,3,19,33,467978,WA,2019,94.71539,23.58951,33.3101,41.09338,10.13204,1.779605,6.490028,1.257572,0.3539974,0.3217448,2.416826,0.3431364,5.635444,6.504302,49.95658
1,10320,3,20,36,468010,WA,2019,94.26707,23.99429,30.96572,38.92994,9.328587,2.039668,5.968935,1.256027,0.3423858,0.3067325,2.188283,0.7393476,5.97332,7.569812,50.04552
1,10401,4,1,149,KingBird,WA,2019,94.30558,24.0175,30.94345,38.5576,9.097858,1.885358,6.367192,1.264273,0.3342023,0.3009959,2.308205,0.4178514,5.872942,7.400356,46.58469
1,10402,4,2,115,467908,WA,2019,94.97646,22.84096,32.82003,40.05972,9.507703,1.890127,6.576188,1.294011,0.3181909,0.2909923,2.534396,0.4542243,5.497423,7.166083,45.659
1,10403,4,3,136,467895,WA,2019,94.32542,25.10567,31.44592,37.66183,10.12996,1.858257,6.236712,1.393961,0.3539237,0.3407924,2.209712,0.4443859,5.446951,7.034792,47.80476
1,10404,4,4,22,502484,WA,2019,94.36779,22.65901,32.45633,40.58502,9.076945,1.860611,6.451879,1.28086,0.3164056,0.2989798,2.150032,0.5322321,5.91649,7.282348,44.30047
1,10405,4,5,53,494658,WA,2019,94.07929,22.79837,30.68213,38.0392,8.770175,2.061337,6.155979,1.296101,0.3298317,0.2933336,2.396734,0.849306,5.863684,8.009538,45.08138
1,10406,4,6,165,AFX009,WA,2019,95.74349,23.38916,32.25443,38.78505,9.732202,2.088858,6.374081,1.315047,0.3282827,0.3091848,2.482519,0.5850209,5.027007,7.507372,48.06074
1,10407,4,7,202,Hi-Gest360,WA,2019,95.41925,22.43693,33.76672,40.51143,9.620641,1.837955,6.88639,1.250635,0.3174494,0.3342531,2.130805,0.7231893,5.59559,6.996361,45.9932
1,10408,4,8,56,340114,WA,2019,94.35222,20.93392,33.89477,42.03663,9.126345,1.652117,6.767352,1.252555,0.3030702,0.2929026,2.214125,0.872771,6.336059,7.279298,43.2794
1,10409,4,9,73,177012,WA,2019,94.73989,19.23833,34.26455,43.80138,7.493656,1.884235,6.994028,1.17124,0.2811871,0.2503259,2.217723,0.8488461,6.307307,7.949328,42.11523
1,10410,4,10,131,464739_Guron,WA,2019,95.64352,20.17248,36.12716,44.39742,8.533574,1.743112,7.311261,1.223252,0.2937958,0.2721805,2.392083,0.2882014,5.011634,7.089192,42.4561
1,10411,4,11,89,346902,WA,2019,95.28704,21.99911,34.39907,42.00222,9.141934,1.775916,6.817659,1.257497,0.3164072,0.298105,2.341536,0.5502441,5.4902,7.043301,44.96441
1,10412,4,12,94,467901,WA,2019,94.00694,20.80163,33.39465,42.12575,9.698294,1.756432,6.652773,1.258078,0.3030331,0.3021648,2.08974,0.9264851,6.282367,7.450931,44.44378
1,10413,4,13,201,22338_ VernalFD2,WA,2019,94.26012,22.01659,33.34359,40.67645,9.238965,1.791956,6.706542,1.285901,0.3247905,0.3010577,2.359607,0.5153468,5.412922,7.194839,46.42731
1,10414,4,14,190,55V48,WA,2019,95.5821,21.53968,35.96303,42.41165,9.526744,1.811257,7.626816,1.277931,0.3132769,0.3051838,2.401777,0.4328095,4.594528,6.824153,42.60522
1,10415,4,15,68,204593,WA,2019,95.24511,22.35594,34.27943,41.32098,10.55136,1.70709,6.831884,1.257263,0.3216965,0.3197327,2.34835,0.3923371,5.489643,6.623595,46.93586
1,10416,4,16,196,55V50,WA,2019,94.86412,20.30227,34.51364,42.44537,10.109,1.703976,6.943128,1.282252,0.3004223,0.3141522,2.127307,0.7100704,5.679498,7.031155,42.51262
1,10417,4,17,100,467936,WA,2019,94.73553,25.28215,31.38361,37.70633,9.501307,1.979863,6.38471,1.302806,0.3629309,0.3049334,2.556389,0.4548876,5.029161,7.432176,49.60088
1,10418,4,18,120,467924,WA,2019,93.77129,23.46706,31.47743,38.07688,10.2296,1.7755,6.326619,1.422763,0.3347221,0.3305547,2.39577,0.4320351,5.498889,6.918317,47.08519
1,10419,4,19,61,ABI700_FD6,WA,2019,95.23435,21.97506,34.81749,41.60609,9.80863,1.717769,7.323002,1.297739,0.3052092,0.3164644,2.162341,0.6053014,5.33794,6.801975,40.82949
1,10420,4,20,179,LS206,WA,2019,93.87962,20.84026,33.58821,41.85069,10.1463,1.702207,6.606845,1.241761,0.3091419,0.2946804,2.213676,0.9213812,6.110888,7.08218,44.9201
1,10501,5,1,124,452483_Peace,WA,2019,95.08499,25.1072,30.1687,36.32451,10.35135,1.911905,6.069386,1.369858,0.3574264,0.3404378,2.494684,0.5491842,5.935205,7.218599,53.07451
